crossroad,count,mean,std,min,25%,50%,75%,max
A,129.0,18.45736434108527,30.094903989280827,8.0,8.0,8.0,9.0,185.0
B,137.0,9.416058394160585,24.948370905133157,2.0,2.0,2.0,3.0,130.0
C,108.0,24.97222222222222,33.89799385714353,14.0,14.0,14.0,15.0,174.0
D,126.0,15.595238095238095,34.34884069576231,4.0,4.0,4.0,5.0,196.0
E,116.0,17.96551724137931,26.829552503838407,10.0,10.0,10.0,11.0,138.0
F,0.0,,,,,,,
G,120.0,19.283333333333335,26.415612690935927,12.0,12.0,12.0,13.0,140.0
H,151.0,12.072847682119205,20.13093782804578,6.0,6.0,6.0,7.0,103.0
I,123.0,6.975609756097561,24.19743361769027,0.0,0.0,0.0,1.0,128.0
