crossroad,count,mean,std,min,25%,50%,75%,max
A,922.0,10.271149674620391,11.16270997598589,8.0,8.0,8.0,9.0,137.0
B,1027.0,12.190847127555989,10.132484669515753,10.0,10.0,10.0,11.0,155.0
C,858.0,2.2552447552447554,11.853791391790855,0.0,0.0,0.0,1.0,129.0
D,933.0,14.346195069667738,13.89650506408866,12.0,12.0,12.0,13.0,173.0
E,900.0,5.602222222222222,9.12328095289439,4.0,4.0,4.0,5.0,116.0
F,0.0,,,,,,,
G,1029.0,4.062196307094267,10.007099592452093,2.0,2.0,2.0,3.0,162.0
H,1167.0,8.022279348757499,8.419705544456113,6.0,6.0,6.0,7.0,103.0
I,882.0,15.395691609977325,10.170448814570804,14.0,14.0,14.0,15.0,143.0
