crossroad,count,mean,std,min,25%,50%,75%,max
A,658.0,18.411854103343465,46.17074042884007,0.0,0.0,7.0,14.0,429.0
B,632.0,14.715189873417721,36.85631358818946,0.0,0.0,7.0,14.0,289.0
C,655.0,17.004580152671757,45.0317079295388,0.0,0.0,7.0,14.0,436.0
D,615.0,16.147967479674797,49.042917038652774,0.0,0.0,7.0,14.0,590.0
E,470.0,15.053191489361701,48.56445983963471,0.0,0.0,0.0,7.0,317.0
F,674.0,20.01038575667656,47.340079229817974,0.0,0.0,7.0,21.0,520.0
G,690.0,25.095652173913045,54.2775708562027,0.0,0.0,7.0,21.0,457.0
H,686.0,23.058309037900873,47.82140844895289,0.0,0.0,7.0,21.0,366.0
I,652.0,17.023006134969325,39.262413378616024,0.0,0.0,7.0,14.0,303.0
