crossroad,count,mean,std,min,25%,50%,75%,max
A,972.0,13.119341563786008,14.768455136717332,5.0,5.0,14.0,14.0,175.0
B,984.0,9.815040650406504,14.178284134382904,0.0,0.0,9.0,9.0,143.0
C,940.0,11.141489361702128,14.493147068302443,4.0,4.0,4.0,13.0,174.0
D,915.0,16.111475409836064,16.57014232074534,8.0,8.0,17.0,17.0,187.0
E,767.0,8.417209908735332,14.509225157103883,1.0,1.0,1.0,10.0,171.0
F,961.0,15.50468262226847,13.471042590196008,7.0,7.0,16.0,16.0,150.0
G,1038.0,15.096339113680154,14.172595219104455,6.0,6.0,15.0,15.0,149.0
H,1102.0,19.698729582577133,19.366768784986597,2.0,2.0,11.0,29.0,145.0
I,972.0,11.186213991769547,13.535523513109265,3.0,3.0,12.0,12.0,155.0
