crossroad,count,mean,std,min,25%,50%,75%,max
A,663.0,14.285067873303168,31.874212795727992,0.0,0.0,7.0,14.0,252.0
B,617.0,10.92544570502431,29.108690475616473,0.0,0.0,0.0,14.0,245.0
C,655.0,12.88854961832061,31.86887469771534,0.0,0.0,0.0,14.0,287.0
D,608.0,11.674342105263158,35.53093460955868,0.0,0.0,0.0,7.0,378.0
E,432.0,10.743055555555555,37.44572186823971,0.0,0.0,0.0,7.0,273.0
F,659.0,15.189681335356601,38.73378256251803,0.0,0.0,7.0,14.0,476.0
G,691.0,21.80028943560058,43.59458216474846,0.0,0.0,7.0,21.0,434.0
H,689.0,19.313497822931787,34.89811342251813,0.0,0.0,7.0,21.0,371.0
I,654.0,16.001529051987767,36.820598937022794,0.0,0.0,7.0,14.0,294.0
