crossroad,count,mean,std,min,25%,50%,75%,max
A,109.0,46.81651376146789,50.54813714881179,7.0,14.0,28.0,56.0,252.0
B,86.0,36.604651162790695,45.82043701996316,7.0,7.0,17.5,35.0,183.0
C,94.0,37.53191489361702,51.70921635945383,7.0,7.0,14.0,33.25,260.0
D,101.0,57.26732673267327,66.79204909105708,7.0,14.0,35.0,63.0,477.0
E,58.0,58.08620689655172,65.1939843535143,7.0,7.0,14.0,120.0,204.0
F,99.0,32.08080808080808,43.50877855772603,7.0,7.0,14.0,28.0,176.0
G,106.0,36.764150943396224,46.551467039803924,7.0,7.0,17.5,35.0,218.0
H,118.0,44.23728813559322,43.33583384621827,7.0,7.0,24.5,63.0,176.0
I,100.0,42.05,53.816443546183876,7.0,7.0,21.0,42.0,259.0
