crossroad,count,mean,std,min,25%,50%,75%,max
A,666.0,17.16066066066066,46.369451463615086,0.0,0.0,0.0,14.0,366.0
B,623.0,13.3884430176565,37.27476834223664,0.0,0.0,0.0,10.5,296.0
C,660.0,15.825757575757576,49.616327072565475,0.0,0.0,0.0,7.0,695.0
D,617.0,17.05996758508914,52.105455961041535,0.0,0.0,0.0,14.0,639.0
E,442.0,15.404977375565611,51.00603559167809,0.0,0.0,0.0,7.0,331.0
F,667.0,19.569715142428784,49.15660315769204,0.0,0.0,0.0,14.0,415.0
G,689.0,23.079825834542817,58.464193593410336,0.0,0.0,7.0,14.0,541.0
H,680.0,22.11911764705882,53.934932590714624,0.0,0.0,7.0,21.0,660.0
I,646.0,14.51547987616099,41.46606617130266,0.0,0.0,0.0,7.0,296.0
