id,crossroad,crossroad_waiting_time,traffic_waiting_time
0,C,7.0,
0,C,0.0,
0,C,0.0,
0,C,28.0,
0,C,14.0,
0,C,14.0,
0,C,,28.0
0,C,,7.0
0,C,,49.0
0,C,,28.0
0,C,,7.0
0,B,21.0,
0,B,0.0,
0,B,0.0,
0,B,0.0,
0,B,7.0,
0,B,14.0,
0,B,,35.0
0,B,,7.0
0,B,,7.0
0,B,,14.0
0,A,157.0,
0,A,0.0,
0,A,7.0,
0,A,0.0,
0,A,7.0,
0,A,7.0,
0,A,,150.0
0,A,,7.0
0,A,,14.0
0,A,,7.0
0,A,,21.0
0,A,,14.0
0,I,21.0,
0,I,0.0,
0,I,28.0,
0,I,7.0,
0,I,28.0,
0,I,,56.0
0,I,,7.0
0,I,,140.0
0,I,,21.0
0,G,98.0,
0,G,70.0,
0,G,7.0,
0,G,0.0,
0,G,0.0,
0,G,,203.0
0,G,,105.0
0,G,,21.0
0,G,,70.0
0,H,21.0,
0,H,0.0,
0,H,119.0,
0,H,7.0,
0,H,0.0,
0,H,,133.0
0,H,,119.0
0,H,,112.0
0,H,,14.0
0,H,,28.0
1,C,7.0,
1,C,0.0,
1,C,0.0,
1,C,7.0,
1,C,0.0,
1,C,7.0,
1,C,,14.0
1,C,,84.0
1,C,,35.0
1,C,,7.0
1,C,,35.0
1,C,,7.0
1,A,150.0,
1,A,0.0,
1,A,7.0,
1,A,0.0,
1,A,0.0,
1,A,7.0,
1,A,0.0,
1,A,,150.0
1,A,,7.0
1,A,,7.0
1,A,,7.0
1,A,,14.0
1,A,,7.0
1,F,21.0,
1,F,0.0,
1,F,0.0,
1,F,0.0,
1,F,0.0,
1,F,0.0,
1,F,,14.0
1,F,,42.0
1,F,,84.0
1,F,,14.0
1,F,,70.0
1,F,,14.0
1,I,14.0,
1,I,7.0,
1,I,0.0,
1,I,0.0,
1,I,0.0,
1,I,0.0,
1,I,,49.0
1,I,,70.0
1,I,,7.0
1,I,,91.0
1,I,,49.0
1,I,,7.0
1,G,21.0,
1,G,21.0,
1,G,14.0,
1,G,0.0,
1,G,7.0,
1,G,28.0,
1,G,0.0,
1,G,,14.0
1,G,,7.0
1,G,,28.0
1,G,,35.0
1,G,,28.0
1,G,,56.0
1,G,,70.0
1,D,42.0,
1,D,0.0,
1,D,0.0,
1,D,0.0,
1,D,14.0,
1,D,14.0,
1,D,14.0,
1,D,,63.0
1,D,,28.0
1,D,,7.0
1,D,,7.0
1,D,,14.0
1,H,0.0,
1,H,7.0,
1,H,0.0,
1,H,0.0,
1,H,0.0,
1,H,0.0,
1,H,0.0,
1,H,,28.0
1,H,,21.0
1,H,,70.0
1,H,,112.0
1,H,,84.0
1,H,,91.0
1,H,,112.0
2,C,178.0,
2,C,70.0,
2,C,14.0,
2,C,7.0,
2,C,14.0,
2,C,21.0,
2,C,7.0,
2,C,,150.0
2,C,,14.0
2,C,,21.0
2,C,,7.0
2,C,,28.0
2,B,7.0,
2,B,0.0,
2,B,0.0,
2,B,0.0,
2,B,0.0,
2,B,0.0,
2,B,7.0,
2,B,,49.0
2,B,,14.0
2,B,,14.0
2,B,,7.0
2,B,,77.0
2,A,0.0,
2,A,0.0,
2,A,0.0,
2,A,0.0,
2,A,7.0,
2,A,0.0,
2,A,28.0,
2,A,,14.0
2,A,,56.0
2,A,,7.0
2,A,,35.0
2,A,,28.0
2,A,,14.0
2,I,0.0,
2,I,14.0,
2,I,0.0,
2,I,0.0,
2,I,35.0,
2,I,0.0,
2,I,,56.0
2,I,,35.0
2,I,,21.0
2,I,,7.0
2,G,0.0,
2,G,42.0,
2,G,0.0,
2,G,0.0,
2,G,0.0,
2,G,0.0,
2,G,,35.0
2,G,,7.0
2,G,,105.0
2,G,,63.0
2,G,,42.0
2,G,,77.0
2,D,0.0,
2,D,0.0,
2,D,28.0,
2,D,0.0,
2,D,0.0,
2,D,7.0,
2,D,0.0,
2,D,,28.0
2,D,,7.0
2,D,,21.0
2,D,,28.0
2,D,,7.0
2,H,0.0,
2,H,7.0,
2,H,0.0,
2,H,14.0,
2,H,7.0,
2,H,84.0,
2,H,,28.0
2,H,,63.0
2,H,,21.0
2,H,,154.0
2,H,,56.0
2,H,,56.0
3,C,150.0,
3,C,0.0,
3,C,0.0,
3,C,0.0,
3,C,7.0,
3,C,7.0,
3,C,0.0,
3,C,,150.0
3,C,,49.0
3,C,,49.0
3,C,,7.0
3,C,,56.0
3,C,,14.0
3,A,0.0,
3,A,0.0,
3,A,0.0,
3,A,14.0,
3,A,0.0,
3,A,7.0,
3,A,0.0,
3,A,,7.0
3,A,,7.0
3,A,,7.0
3,A,,21.0
3,A,,42.0
3,A,,14.0
3,F,0.0,
3,F,0.0,
3,F,0.0,
3,F,0.0,
3,F,0.0,
3,F,0.0,
3,F,,56.0
3,F,,70.0
3,F,,35.0
3,F,,70.0
3,F,,14.0
3,I,0.0,
3,I,0.0,
3,I,0.0,
3,I,0.0,
3,I,7.0,
3,I,0.0,
3,I,,56.0
3,I,,63.0
3,I,,14.0
3,I,,84.0
3,I,,42.0
3,I,,21.0
3,G,0.0,
3,G,0.0,
3,G,0.0,
3,G,0.0,
3,G,0.0,
3,G,0.0,
3,G,0.0,
3,G,,35.0
3,G,,28.0
3,G,,63.0
3,G,,63.0
3,G,,35.0
3,G,,77.0
3,G,,84.0
3,D,0.0,
3,D,0.0,
3,D,0.0,
3,D,7.0,
3,D,0.0,
3,D,0.0,
3,D,0.0,
3,D,,28.0
3,D,,14.0
3,D,,28.0
3,D,,7.0
3,D,,21.0
3,D,,14.0
3,D,,35.0
3,H,0.0,
3,H,0.0,
3,H,0.0,
3,H,7.0,
3,H,7.0,
3,H,0.0,
3,H,,42.0
3,H,,49.0
3,H,,77.0
3,H,,70.0
3,H,,70.0
3,H,,70.0
4,E,28.0,
4,E,21.0,
4,E,0.0,
4,E,0.0,
4,E,0.0,
4,E,42.0,
4,E,,70.0
4,E,,7.0
4,E,,7.0
4,E,,7.0
4,F,42.0,
4,F,0.0,
4,F,21.0,
4,F,7.0,
4,F,77.0,
4,F,63.0,
4,F,,42.0
4,F,,7.0
4,F,,7.0
4,I,0.0,
4,I,0.0,
