crossroad,count,mean,std,min,25%,50%,75%,max
A,877.0,4.072976054732041,11.188777070932877,2.0,2.0,2.0,2.0,131.0
B,940.0,15.613829787234042,10.05442168042296,14.0,14.0,14.0,14.0,142.0
C,864.0,10.226851851851851,11.109876653454242,8.0,8.0,8.0,9.0,137.0
D,856.0,8.69392523364486,14.270806433780356,6.0,6.0,6.0,7.0,182.0
E,807.0,11.758364312267657,9.711207170879794,10.0,10.0,10.0,10.5,122.0
F,0.0,,,,,,,
G,907.0,13.305402425578832,9.986657960874581,12.0,12.0,12.0,12.0,140.0
H,1064.0,2.0216165413533833,9.489435766972282,0.0,0.0,0.0,1.0,113.0
I,866.0,6.081986143187067,10.317568998514822,4.0,4.0,4.0,5.0,133.0
