crossroad,count,mean,std,min,25%,50%,75%,max
A,914.0,78.65207877461707,58.942593352494725,16.0,16.0,64.0,128.0,208.0
B,994.0,19.99195171026157,10.796288927027335,16.0,16.0,16.0,16.0,112.0
C,829.0,20.90229191797346,12.73044041258023,16.0,16.0,16.0,16.0,144.0
D,839.0,29.67342073897497,22.24796569720603,16.0,16.0,16.0,32.0,160.0
E,791.0,18.18457648546144,8.581482259111556,16.0,16.0,16.0,16.0,96.0
F,870.0,147.08965517241379,152.16107617734662,16.0,16.0,64.0,304.0,560.0
G,932.0,211.98283261802575,139.48106880742853,16.0,32.0,288.0,320.0,384.0
H,1116.0,21.591397849462364,11.556749330353375,16.0,16.0,16.0,32.0,112.0
I,807.0,18.636926889714992,9.31317668806859,16.0,16.0,16.0,16.0,112.0
