crossroad,count,mean,std,min,25%,50%,75%,max
A,552.0,58.97644927536232,58.63533825802177,7.0,14.0,42.0,84.0,343.0
B,430.0,26.511627906976745,45.84872871828258,7.0,7.0,7.0,21.0,275.0
C,584.0,44.446917808219176,52.87300482149937,7.0,7.0,28.0,56.0,464.0
D,456.0,37.29824561403509,54.477002680866995,7.0,7.0,14.0,42.0,408.0
E,196.0,35.56122448979592,68.64708204552275,7.0,7.0,7.0,14.0,296.0
F,596.0,49.98322147651007,63.855822792934326,7.0,14.0,28.0,56.0,534.0
G,650.0,113.87076923076923,179.2373723919349,7.0,14.0,42.0,112.0,805.0
H,628.0,136.64171974522293,145.98034860943395,7.0,28.0,77.0,210.0,707.0
I,508.0,40.06496062992126,45.73172038214693,7.0,7.0,28.0,49.0,296.0
