crossroad,count,mean,std,min,25%,50%,75%,max
A,912.0,8.155701754385966,10.988462682763721,6.0,6.0,6.0,6.0,134.0
B,939.0,13.43982960596379,9.346068029080312,12.0,12.0,12.0,12.0,125.0
C,896.0,15.972098214285714,12.46592237343514,14.0,14.0,14.0,15.0,174.0
D,915.0,2.5103825136612024,13.225640312276596,0.0,0.0,0.0,1.0,161.0
E,789.0,5.755386565272497,9.796520516091672,4.0,4.0,4.0,4.0,116.0
F,0.0,,,,,,,
G,1017.0,12.295968534906589,10.334461569719869,10.0,10.0,10.0,11.0,138.0
H,1144.0,9.763111888111888,8.591273285106586,8.0,8.0,8.0,9.0,120.0
I,961.0,4.176899063475546,10.485005521736404,2.0,2.0,2.0,3.0,147.0
