crossroad,count,mean,std,min,25%,50%,75%,max
A,507.0,14.759368836291912,31.84239359156863,0.0,0.0,7.0,14.0,274.0
B,478.0,13.087866108786612,27.06914469646922,0.0,0.0,7.0,14.0,211.0
C,505.0,13.528712871287128,36.74385365034685,0.0,0.0,7.0,14.0,491.0
D,490.0,16.33265306122449,45.02666280205564,0.0,0.0,7.0,14.0,505.0
E,358.0,12.793296089385475,37.04840893738403,0.0,0.0,0.0,7.0,260.0
F,508.0,13.251968503937007,29.88088608323591,0.0,0.0,7.0,14.0,323.0
G,552.0,20.653985507246375,44.16260400013098,0.0,0.0,7.0,14.0,378.0
H,550.0,18.20909090909091,32.23340861947951,0.0,0.0,7.0,21.0,287.0
I,521.0,12.63915547024952,27.499096531606792,0.0,0.0,7.0,14.0,225.0
