crossroad,count,mean,std,min,25%,50%,75%,max
A,762.0,42.664041994750654,12.36448193825313,30.0,35.0,40.0,40.0,145.0
B,691.0,41.33140376266281,9.014891748877844,35.0,40.0,40.0,40.0,120.0
C,746.0,44.00804289544236,11.701887173141033,35.0,40.0,40.0,45.0,140.0
D,703.0,43.165007112375534,12.649834699040724,35.0,40.0,40.0,45.0,145.0
E,468.0,41.217948717948715,13.150078303214098,35.0,35.0,40.0,40.0,145.0
F,747.0,45.25435073627845,13.304622015324336,30.0,40.0,40.0,50.0,145.0
G,823.0,43.7363304981774,12.414465687033454,35.0,40.0,40.0,45.0,145.0
H,788.0,45.66624365482234,14.09376938772165,35.0,40.0,40.0,45.0,160.0
I,770.0,42.88961038961039,10.703208376412963,35.0,40.0,40.0,45.0,140.0
