crossroad,count,mean,std,min,25%,50%,75%,max
A,900.0,19.786666666666665,10.995754059703707,16.0,16.0,16.0,16.0,128.0
B,1024.0,71.25,63.066009887482615,16.0,16.0,48.0,112.0,272.0
C,839.0,23.189511323003575,12.053622619666251,16.0,16.0,16.0,32.0,128.0
D,927.0,60.91046386192017,53.04628942041923,16.0,16.0,32.0,96.0,256.0
E,884.0,21.30316742081448,9.720135382734556,16.0,16.0,16.0,32.0,96.0
F,834.0,264.4412470023981,303.6464062051851,16.0,64.0,112.0,288.0,1104.0
G,1020.0,19.105882352941176,9.4246958445563,16.0,16.0,16.0,16.0,112.0
H,1099.0,19.610555050045495,10.220578083372072,16.0,16.0,16.0,16.0,96.0
I,881.0,80.67196367763904,60.52244322171695,16.0,32.0,64.0,112.0,384.0
