crossroad,count,mean,std,min,25%,50%,75%,max
A,506.0,32.41304347826087,38.68810736276663,7.0,7.0,14.0,42.0,238.0
B,407.0,19.366093366093367,31.26024766315367,7.0,7.0,7.0,21.0,238.0
C,498.0,26.41164658634538,32.99071915252535,7.0,7.0,14.0,28.0,224.0
D,367.0,24.94822888283379,40.26558064351601,7.0,7.0,7.0,21.0,301.0
E,214.0,22.177570093457945,44.931938740170814,7.0,7.0,7.0,7.0,231.0
F,481.0,26.864864864864863,39.958995029702436,7.0,7.0,14.0,28.0,322.0
G,636.0,86.59748427672956,95.43268193372091,7.0,14.0,56.0,126.0,462.0
H,588.0,45.32142857142857,50.354048878921866,7.0,14.0,28.0,56.0,273.0
I,489.0,30.347648261758692,37.84104209445162,7.0,7.0,14.0,35.0,266.0
