crossroad,count,mean,std,min,25%,50%,75%,max
A,574.0,47.1184668989547,51.72244263364839,7.0,14.0,28.0,63.0,324.0
B,497.0,32.754527162977865,44.12231103736511,7.0,7.0,14.0,35.0,268.0
C,561.0,43.2620320855615,51.27604706187701,7.0,14.0,28.0,49.0,352.0
D,413.0,36.45278450363196,53.638766802760514,7.0,7.0,14.0,42.0,429.0
E,239.0,31.740585774058577,60.528481951776385,7.0,7.0,7.0,14.0,296.0
F,564.0,55.68617021276596,56.36432258004201,7.0,14.0,35.0,77.0,345.0
G,658.0,128.35866261398175,134.59270175698683,7.0,28.0,77.0,183.5,623.0
H,647.0,99.38176197836167,79.42214585365335,7.0,42.0,84.0,133.0,455.0
I,529.0,43.10586011342155,42.611353050282844,7.0,14.0,35.0,63.0,259.0
