crossroad,count,mean,std,min,25%,50%,75%,max
A,123.0,32.38211382113821,58.77527643563491,0.0,0.0,7.0,28.0,316.0
B,116.0,24.060344827586206,48.76621938312973,0.0,0.0,7.0,21.0,211.0
C,114.0,29.473684210526315,70.58456429900185,0.0,0.0,7.0,14.0,463.0
D,118.0,37.567796610169495,84.49573688872437,0.0,0.0,7.0,21.0,526.0
E,90.0,35.48888888888889,67.3808969101368,0.0,0.0,7.0,21.0,260.0
F,118.0,26.559322033898304,52.750103069997955,0.0,0.0,7.0,21.0,316.0
G,124.0,27.81451612903226,55.56544035236815,0.0,0.0,7.0,21.0,288.0
H,126.0,27.373015873015873,50.86542780741892,0.0,0.0,7.0,21.0,274.0
I,122.0,25.860655737704917,48.816626955731486,0.0,0.0,7.0,21.0,225.0
