crossroad,count,mean,std,min,25%,50%,75%,max
A,801.0,40.85518102372035,9.800459236609244,35.0,35.0,40.0,40.0,135.0
B,723.0,40.90594744121715,7.963003479388051,35.0,40.0,40.0,40.0,115.0
C,783.0,42.48403575989783,9.909665542279663,35.0,40.0,40.0,45.0,125.0
D,730.0,42.28082191780822,11.34491247670275,35.0,40.0,40.0,40.0,135.0
E,483.0,40.92132505175984,11.795720648883105,35.0,40.0,40.0,40.0,125.0
F,781.0,41.997439180537775,10.401183048981093,35.0,40.0,40.0,45.0,135.0
G,861.0,41.28339140534263,10.029424877265733,35.0,35.0,40.0,40.0,130.0
H,832.0,42.35576923076923,10.623334005873662,35.0,40.0,40.0,45.0,135.0
I,809.0,42.466007416563656,10.14165237405535,35.0,40.0,40.0,45.0,140.0
