id,crossroad,crossroad_waiting_time,traffic_waiting_time
0,B,21.0,
0,B,14.0,
0,B,7.0,
0,B,0.0,
0,B,0.0,
0,B,0.0,
0,B,,21.0
0,B,,7.0
0,B,,7.0
0,B,,7.0
0,C,7.0,
0,C,0.0,
0,C,7.0,
0,C,0.0,
0,C,49.0,
0,C,14.0,
0,C,,7.0
0,C,,7.0
0,C,,21.0
0,C,,7.0
0,C,,70.0
0,H,0.0,
0,H,7.0,
0,H,0.0,
0,H,14.0,
0,H,0.0,
0,H,7.0,
0,H,,35.0
0,H,,35.0
0,H,,42.0
0,H,,7.0
0,H,,21.0
0,H,,14.0
0,I,35.0,
0,I,35.0,
0,I,21.0,
0,I,7.0,
0,I,7.0,
0,I,0.0,
0,I,,49.0
0,I,,14.0
0,I,,14.0
0,I,,7.0
0,A,154.0,
0,A,28.0,
0,A,7.0,
0,A,0.0,
0,A,7.0,
0,A,7.0,
0,A,,140.0
0,A,,14.0
0,A,,7.0
0,A,,7.0
0,A,,7.0
0,G,0.0,
0,G,7.0,
0,G,91.0,
0,G,14.0,
0,G,0.0,
0,G,14.0,
0,G,,14.0
0,G,,140.0
0,G,,112.0
0,G,,77.0
0,G,,112.0
0,G,,70.0
1,C,21.0,
1,C,0.0,
1,C,0.0,
1,C,0.0,
1,C,0.0,
1,C,7.0,
1,C,0.0,
1,C,,14.0
1,C,,35.0
1,C,,42.0
1,C,,14.0
1,C,,14.0
1,C,,35.0
1,C,,14.0
1,H,14.0,
1,H,7.0,
1,H,0.0,
1,H,14.0,
1,H,14.0,
1,H,0.0,
1,H,0.0,
1,H,,7.0
1,H,,56.0
1,H,,14.0
1,H,,49.0
1,H,,70.0
1,H,,63.0
1,H,,42.0
1,F,7.0,
1,F,0.0,
1,F,0.0,
1,F,0.0,
1,F,0.0,
1,F,0.0,
1,F,7.0,
1,F,,70.0
1,F,,84.0
1,F,,7.0
1,F,,21.0
1,F,,21.0
1,F,,14.0
1,I,14.0,
1,I,0.0,
1,I,42.0,
1,I,0.0,
1,I,7.0,
1,I,0.0,
1,I,14.0,
1,I,,35.0
1,I,,49.0
1,I,,21.0
1,I,,14.0
1,I,,28.0
1,I,,42.0
1,I,,7.0
1,D,7.0,
1,D,0.0,
1,D,7.0,
1,D,0.0,
1,D,7.0,
1,D,0.0,
1,D,28.0,
1,D,,77.0
1,D,,7.0
1,D,,7.0
1,D,,7.0
1,D,,14.0
1,A,161.0,
1,A,0.0,
1,A,0.0,
1,A,7.0,
1,A,0.0,
1,A,14.0,
1,A,7.0,
1,A,,140.0
1,A,,14.0
1,A,,7.0
1,G,7.0,
1,G,7.0,
1,G,14.0,
1,G,7.0,
1,G,0.0,
1,G,0.0,
1,G,42.0,
1,G,,35.0
1,G,,35.0
1,G,,7.0
1,G,,56.0
1,G,,70.0
1,G,,63.0
1,G,,7.0
2,B,14.0,
2,B,14.0,
2,B,14.0,
2,B,0.0,
2,B,7.0,
2,B,14.0,
2,B,7.0,
2,B,,21.0
2,B,,35.0
2,B,,28.0
2,B,,7.0
2,B,,7.0
2,B,,14.0
2,B,,56.0
2,C,168.0,
2,C,0.0,
2,C,0.0,
2,C,7.0,
2,C,14.0,
2,C,0.0,
2,C,21.0,
2,C,,140.0
2,C,,14.0
2,C,,7.0
2,H,7.0,
2,H,0.0,
2,H,14.0,
2,H,14.0,
2,H,7.0,
2,H,7.0,
2,H,,21.0
2,H,,105.0
2,H,,21.0
2,H,,63.0
2,H,,49.0
2,H,,21.0
2,I,0.0,
2,I,0.0,
2,I,7.0,
2,I,0.0,
2,I,0.0,
2,I,0.0,
2,I,,42.0
2,I,,49.0
2,I,,14.0
2,I,,14.0
2,I,,42.0
2,D,0.0,
2,D,0.0,
2,D,7.0,
2,D,14.0,
2,D,14.0,
2,D,7.0,
2,D,0.0,
2,D,,35.0
2,D,,63.0
2,A,0.0,
2,A,7.0,
2,A,0.0,
2,A,14.0,
2,A,0.0,
2,A,35.0,
2,A,7.0,
2,A,,21.0
2,A,,49.0
2,A,,42.0
2,A,,28.0
2,A,,7.0
2,A,,7.0
2,G,0.0,
2,G,14.0,
2,G,7.0,
2,G,91.0,
2,G,35.0,
2,G,7.0,
2,G,,28.0
2,G,,49.0
2,G,,70.0
2,G,,98.0
2,G,,42.0
2,G,,42.0
3,C,140.0,
3,C,0.0,
3,C,0.0,
3,C,7.0,
3,C,0.0,
3,C,0.0,
3,C,0.0,
3,C,,140.0
3,C,,7.0
3,C,,49.0
3,C,,63.0
3,C,,21.0
3,C,,7.0
3,C,,49.0
3,H,0.0,
3,H,0.0,
3,H,0.0,
3,H,0.0,
3,H,0.0,
3,H,0.0,
3,H,0.0,
3,H,,21.0
3,H,,42.0
3,H,,28.0
3,H,,49.0
3,H,,84.0
3,H,,63.0
3,H,,21.0
3,F,0.0,
3,F,0.0,
3,F,0.0,
3,F,0.0,
3,F,0.0,
3,F,0.0,
3,F,0.0,
3,F,,7.0
3,F,,63.0
3,F,,77.0
3,F,,21.0
3,F,,14.0
3,F,,28.0
3,F,,21.0
3,I,0.0,
3,I,0.0,
3,I,0.0,
3,I,0.0,
3,I,0.0,
3,I,0.0,
3,I,0.0,
3,I,,49.0
3,I,,42.0
3,I,,28.0
3,I,,21.0
3,I,,35.0
3,I,,49.0
3,I,,21.0
3,D,0.0,
3,D,0.0,
3,D,0.0,
3,D,0.0,
3,D,0.0,
3,D,0.0,
3,D,0.0,
3,D,,42.0
3,D,,7.0
3,D,,7.0
3,D,,28.0
3,D,,7.0
3,D,,14.0
3,D,,42.0
3,A,0.0,
3,A,0.0,
3,A,0.0,
3,A,0.0,
3,A,7.0,
3,A,0.0,
3,A,0.0,
3,A,,7.0
3,A,,35.0
3,A,,7.0
3,A,,14.0
3,A,,14.0
3,A,,14.0
3,G,0.0,
3,G,7.0,
3,G,0.0,
3,G,0.0,
3,G,0.0,
3,G,0.0,
3,G,0.0,
3,G,,28.0
3,G,,42.0
3,G,,35.0
3,G,,63.0
3,G,,63.0
3,G,,70.0
3,G,,56.0
4,E,56.0,
4,E,0.0,
4,E,14.0,
4,E,0.0,
4,E,7.0,
4,E,0.0,
4,E,0.0,
4,E,,49.0
4,E,,14.0
4,E,,7.0
4,H,14.0,
4,H,21.0,
4,H,14.0,
4,H,0.0,
4,H,0.0,
4,H,0.0,
4,H,,49.0
4,H,,35.0
4,H,,7.0
4,H,,14.0
4,H,,35.0
4,F,70.0,
4,F,0.0,
4,F,14.0,
4,F,63.0,
4,F,28.0,
4,F,0.0,
4,F,28.0,
4,F,,84.0
4,F,,7.0
4,F,,28.0
4,F,,42.0
4,I,14.0,
4,I,0.0,
4,I,0.0,
4,I,0.0,
4,I,0.0,
4,I,0.0,
4,I,,63.0
4,I,,28.0
4,I,,7.0
4,I,,7.0
4,D,147.0,
4,D,0.0,
4,D,0.0,
4,D,63.0,
4,D,0.0,
4,D,21.0,
4,D,126.0,
4,D,,140.0
4,D,,7.0
4,D,,7.0
4,G,7.0,
4,G,0.0,
4,G,0.0,
4,G,35.0,
4,G,7.0,
4,G,0.0,
4,G,,42.0
4,G,,133.0
4,G,,56.0
4,G,,168.0
4,G,,105.0
4,G,,70.0
5,C,14.0,
5,C,0.0,
5,C,7.0,
5,C,0.0,
5,C,0.0,
5,C,14.0,
5,C,0.0,
5,C,,21.0
5,C,,7.0
5,C,,56.0
5,C,,7.0
5,C,,21.0
5,C,,56.0
5,C,,14.0
5,H,7.0,
5,H,14.0,
5,H,0.0,
5,H,7.0,
5,H,7.0,
5,H,0.0,
5,H,63.0,
5,H,,49.0
5,H,,63.0
5,H,,7.0
5,H,,56.0
5,H,,112.0
5,H,,84.0
5,F,7.0,
