crossroad,count,mean,std,min,25%,50%,75%,max
A,910.0,32.527472527472526,20.940347282696308,16.0,16.0,32.0,48.0,144.0
B,961.0,116.4786680541103,105.67585961273623,16.0,32.0,64.0,240.0,336.0
C,910.0,19.164835164835164,10.75076555849915,16.0,16.0,16.0,16.0,144.0
D,943.0,19.427359490986213,12.47582690778649,16.0,16.0,16.0,16.0,160.0
E,761.0,17.829172141918527,8.589910879573338,16.0,16.0,16.0,16.0,96.0
F,1025.0,77.1590243902439,87.6693844828955,16.0,16.0,48.0,96.0,528.0
G,1025.0,27.66048780487805,20.20272862517435,16.0,16.0,16.0,32.0,160.0
H,1072.0,176.07462686567163,143.38782766391378,16.0,32.0,176.0,272.0,496.0
I,954.0,20.0083857442348,10.065052465189432,16.0,16.0,16.0,16.0,128.0
