crossroad,count,mean,std,min,25%,50%,75%,max
A,3864.0,11.21376811594203,20.911270629283862,0.0,0.0,7.0,14.0,316.0
B,3614.0,8.401770890979524,15.899461218986453,0.0,0.0,7.0,12.25,266.0
C,3790.0,9.33641160949868,22.780442381129017,0.0,0.0,0.0,7.0,484.0
D,3677.0,9.625781887408213,20.89288889258179,0.0,0.0,7.0,14.0,498.0
E,2658.0,5.902558314522197,15.715883560497442,0.0,0.0,0.0,7.0,260.0
F,3883.0,11.553180530517642,21.86075888519643,0.0,0.0,7.0,14.0,295.0
G,4225.0,17.647810650887575,33.21050977947528,0.0,0.0,7.0,21.0,392.0
H,4228.0,15.401844843897823,28.671962688854947,0.0,0.0,7.0,21.0,427.0
I,4006.0,10.695207189216175,20.403316956220337,0.0,0.0,7.0,14.0,225.0
