crossroad,count,mean,std,min,25%,50%,75%,max
A,478.0,30.792887029288703,41.37967821293538,7.0,7.0,14.0,35.0,255.0
B,388.0,22.1520618556701,37.13708206031837,7.0,7.0,7.0,21.0,241.0
C,507.0,33.767258382643,47.67579362118045,7.0,7.0,14.0,35.0,500.0
D,411.0,29.64720194647202,46.19586731284463,7.0,7.0,14.0,28.0,388.0
E,186.0,24.419354838709676,50.91579112149259,7.0,7.0,7.0,7.0,241.0
F,486.0,31.224279835390945,42.42121997443578,7.0,7.0,14.0,35.0,332.0
G,630.0,111.8873015873016,124.52905879337142,7.0,14.0,49.0,170.25,497.0
H,642.0,69.32242990654206,74.44626848143707,7.0,14.0,42.0,98.0,371.0
I,546.0,35.485347985347985,39.548840616367855,7.0,7.0,21.0,42.0,262.0
