crossroad,count,mean,std,min,25%,50%,75%,max
A,943.0,18.37539766702015,9.544571340069945,16.0,16.0,16.0,16.0,112.0
B,1082.0,20.377079482439925,9.793716555507663,16.0,16.0,16.0,16.0,96.0
C,885.0,45.28813559322034,29.624870418483024,16.0,16.0,32.0,64.0,144.0
D,872.0,80.60550458715596,74.50767837805815,16.0,16.0,32.0,160.0,272.0
E,850.0,21.345882352941178,10.776031870947179,16.0,16.0,16.0,32.0,112.0
F,817.0,244.64137086903304,220.27166805365147,16.0,64.0,160.0,400.0,1120.0
G,979.0,18.12461695607763,8.901919368145945,16.0,16.0,16.0,16.0,112.0
H,1214.0,20.915980230642504,10.235376232196497,16.0,16.0,16.0,16.0,112.0
I,916.0,113.37991266375546,84.72381224357919,16.0,48.0,80.0,176.0,384.0
