id,crossroad,crossroad_waiting_time,traffic_waiting_time
0,H,0.0,
0,H,0.0,
0,H,14.0,
0,H,7.0,
0,H,7.0,
0,H,14.0,
0,H,,35.0
0,H,,35.0
0,H,,21.0
0,H,,154.0
0,H,,21.0
0,H,,35.0
0,A,141.0,
0,A,7.0,
0,A,14.0,
0,A,63.0,
0,A,0.0,
0,A,14.0,
0,A,7.0,
0,A,,120.0
0,A,,21.0
0,A,,14.0
0,A,,14.0
0,A,,7.0
0,A,,21.0
0,A,,35.0
0,B,14.0,
0,B,42.0,
0,B,7.0,
0,B,0.0,
0,B,7.0,
0,B,28.0,
0,B,14.0,
0,B,,21.0
0,B,,7.0
0,B,,21.0
0,B,,21.0
0,B,,21.0
0,B,,21.0
0,B,,14.0
0,C,7.0,
0,C,14.0,
0,C,7.0,
0,C,0.0,
0,C,7.0,
0,C,0.0,
0,C,,21.0
0,C,,14.0
0,C,,14.0
0,C,,7.0
0,C,,14.0
0,C,,7.0
0,G,0.0,
0,G,7.0,
0,G,7.0,
0,G,7.0,
0,G,0.0,
0,G,0.0,
0,G,,42.0
0,G,,133.0
0,G,,77.0
0,G,,105.0
0,G,,77.0
0,G,,21.0
0,I,7.0,
0,I,7.0,
0,I,14.0,
0,I,0.0,
0,I,0.0,
0,I,0.0,
0,I,,14.0
0,I,,14.0
0,I,,14.0
0,I,,28.0
0,I,,28.0
0,I,,21.0
1,H,14.0,
1,H,7.0,
1,H,14.0,
1,H,14.0,
1,H,7.0,
1,H,21.0,
1,H,,7.0
1,H,,98.0
1,H,,105.0
1,H,,63.0
1,H,,35.0
1,H,,126.0
1,F,0.0,
1,F,0.0,
1,F,0.0,
1,F,0.0,
1,F,21.0,
1,F,21.0,
1,F,,7.0
1,F,,35.0
1,F,,14.0
1,F,,35.0
1,F,,28.0
1,F,,49.0
1,A,120.0,
1,A,0.0,
1,A,0.0,
1,A,0.0,
1,A,0.0,
1,A,14.0,
1,A,,120.0
1,A,,7.0
1,A,,7.0
1,A,,14.0
1,A,,14.0
1,A,,21.0
1,C,0.0,
1,C,0.0,
1,C,0.0,
1,C,7.0,
1,C,7.0,
1,C,7.0,
1,C,,14.0
1,C,,35.0
1,C,,21.0
1,C,,21.0
1,C,,7.0
1,C,,7.0
1,G,7.0,
1,G,7.0,
1,G,7.0,
1,G,14.0,
1,G,42.0,
1,G,7.0,
1,G,,7.0
1,G,,14.0
1,G,,28.0
1,G,,28.0
1,G,,63.0
1,G,,56.0
1,D,42.0,
1,D,0.0,
1,D,0.0,
1,D,0.0,
1,D,0.0,
1,D,0.0,
1,D,,56.0
1,D,,7.0
1,D,,7.0
1,D,,7.0
1,D,,14.0
1,D,,7.0
1,I,7.0,
1,I,21.0,
1,I,7.0,
1,I,7.0,
1,I,0.0,
1,I,0.0,
1,I,,28.0
1,I,,42.0
1,I,,14.0
1,I,,56.0
1,I,,63.0
2,H,0.0,
2,H,28.0,
2,H,7.0,
2,H,0.0,
2,H,28.0,
2,H,0.0,
2,H,,63.0
2,H,,147.0
2,H,,84.0
2,H,,56.0
2,H,,84.0
2,H,,133.0
2,A,14.0,
2,A,0.0,
2,A,28.0,
2,A,7.0,
2,A,7.0,
2,A,0.0,
2,A,,14.0
2,A,,14.0
2,A,,14.0
2,A,,28.0
2,B,0.0,
2,B,7.0,
2,B,0.0,
2,B,7.0,
2,B,7.0,
2,B,28.0,
2,B,,28.0
2,B,,21.0
2,B,,14.0
2,B,,7.0
2,B,,7.0
2,C,148.0,
2,C,49.0,
2,C,7.0,
2,C,7.0,
2,C,0.0,
2,C,42.0,
2,C,,120.0
2,C,,28.0
2,C,,7.0
2,C,,14.0
2,G,0.0,
2,G,28.0,
2,G,7.0,
2,G,7.0,
2,G,0.0,
2,G,0.0,
2,G,,14.0
2,G,,63.0
2,G,,21.0
2,G,,56.0
2,G,,63.0
2,D,7.0,
2,D,42.0,
2,D,14.0,
2,D,7.0,
2,D,0.0,
2,D,0.0,
2,D,,28.0
2,D,,28.0
2,D,,14.0
2,D,,42.0
2,I,0.0,
2,I,7.0,
2,I,0.0,
2,I,7.0,
2,I,7.0,
2,I,35.0,
2,I,,14.0
2,I,,14.0
2,I,,7.0
2,I,,21.0
2,I,,7.0
3,H,0.0,
3,H,0.0,
3,H,14.0,
3,H,21.0,
3,H,0.0,
3,H,0.0,
3,H,,35.0
3,H,,119.0
3,H,,84.0
3,H,,105.0
3,H,,182.0
3,H,,98.0
3,F,0.0,
3,F,0.0,
3,F,7.0,
3,F,7.0,
3,F,7.0,
3,F,,7.0
3,F,,21.0
3,F,,56.0
3,A,42.0,
3,A,7.0,
3,A,0.0,
3,A,14.0,
3,A,14.0,
3,A,14.0,
3,A,,7.0
3,A,,7.0
3,A,,7.0
3,A,,112.0
3,A,,7.0
3,C,120.0,
3,C,0.0,
3,C,0.0,
3,C,0.0,
3,C,7.0,
3,C,0.0,
3,C,,120.0
3,C,,7.0
3,C,,7.0
3,C,,14.0
3,G,14.0,
3,G,7.0,
3,G,0.0,
3,G,0.0,
3,G,0.0,
3,G,0.0,
3,G,,21.0
3,G,,21.0
3,G,,77.0
3,G,,7.0
3,G,,35.0
3,G,,42.0
3,D,7.0,
3,D,14.0,
3,D,14.0,
3,D,0.0,
3,D,0.0,
3,D,0.0,
3,D,,14.0
3,D,,35.0
3,D,,77.0
3,D,,28.0
3,D,,14.0
3,I,0.0,
3,I,0.0,
3,I,7.0,
3,I,7.0,
3,I,0.0,
3,I,,7.0
3,I,,35.0
3,I,,14.0
3,I,,7.0
3,I,,35.0
3,I,,49.0
4,H,0.0,
4,H,0.0,
4,H,7.0,
4,H,7.0,
