crossroad,count,mean,std,min,25%,50%,75%,max
A,651.0,62.382488479262676,24.8091100007379,42.0,49.0,49.0,70.0,235.0
B,611.0,58.747954173486086,19.46384563212879,42.0,49.0,49.0,63.0,193.0
C,637.0,62.714285714285715,23.14814199860156,42.0,49.0,49.0,70.0,242.0
D,609.0,62.12807881773399,25.59116861226048,42.0,49.0,49.0,70.0,221.0
E,424.0,54.10377358490566,23.189905379166905,42.0,49.0,49.0,49.0,221.0
F,652.0,59.05061349693251,23.74568696400735,42.0,49.0,49.0,63.0,235.0
G,697.0,95.66140602582496,46.53314372854719,42.0,56.0,84.0,126.0,242.0
H,675.0,66.16740740740741,24.464110543668316,42.0,49.0,56.0,77.0,200.0
I,658.0,58.785714285714285,19.581729195517543,42.0,49.0,49.0,63.0,193.0
