crossroad,count,mean,std,min,25%,50%,75%,max
A,373.0,23.195710455764075,30.4407017927703,7.0,7.0,14.0,21.0,204.0
B,337.0,21.617210682492583,29.01557567035792,7.0,7.0,14.0,21.0,197.0
C,366.0,23.103825136612024,30.36283121803398,7.0,7.0,14.0,28.0,288.0
D,377.0,30.47480106100796,44.49701193081945,7.0,7.0,14.0,35.0,477.0
E,208.0,24.173076923076923,41.20056805285714,7.0,7.0,7.0,14.0,211.0
F,383.0,24.357702349869452,28.370214949444158,7.0,7.0,14.0,28.0,176.0
G,518.0,61.94208494208494,66.03109083282693,7.0,21.0,42.0,77.0,448.0
H,504.0,53.21825396825397,48.352663871869034,7.0,14.0,35.0,84.0,308.0
I,392.0,24.7984693877551,28.068562343387594,7.0,7.0,14.0,28.0,190.0
