id,crossroad,crossroad_waiting_time,traffic_waiting_time
0,A,120.0,
0,A,0.0,
0,A,,120.0
0,B,0.0,
0,B,0.0,
0,B,,35.0
0,H,7.0,
0,H,,63.0
0,G,7.0,
0,C,7.0,
0,C,0.0,
0,C,,7.0
0,I,0.0,
0,I,,7.0
1,A,134.0,
1,A,0.0,
1,A,,120.0
1,A,,42.0
1,H,14.0,
1,H,,7.0
1,G,14.0,
1,G,0.0,
1,G,,7.0
1,G,,21.0
1,D,7.0,
1,D,7.0,
1,D,,77.0
1,D,,21.0
1,C,7.0,
1,C,,7.0
1,F,0.0,
1,F,,28.0
1,I,7.0,
1,I,,7.0
2,A,0.0,
2,A,0.0,
2,A,,7.0
2,A,,7.0
2,B,0.0,
2,B,21.0,
2,B,,42.0
2,B,,21.0
2,H,7.0,
2,H,,35.0
2,G,0.0,
2,G,,14.0
2,D,28.0,
2,D,0.0,
2,D,,28.0
2,C,134.0,
2,C,7.0,
2,C,,120.0
2,C,,7.0
2,I,0.0,
2,I,,7.0
3,A,35.0,
3,A,84.0,
3,A,,28.0
3,A,,56.0
3,H,7.0,
3,H,,49.0
3,G,0.0,
3,G,,21.0
3,D,0.0,
3,D,7.0,
3,D,,42.0
3,C,120.0,
3,C,0.0,
3,C,,120.0
3,C,,14.0
3,F,0.0,
3,F,,7.0
3,I,14.0,
3,I,,14.0
4,H,14.0,
4,H,,49.0
4,G,21.0,
4,G,,7.0
4,D,127.0,
4,D,14.0,
4,D,,120.0
4,F,42.0,
4,F,14.0,
4,F,,42.0
4,F,,7.0
4,E,14.0,
4,E,0.0,
4,E,,105.0
4,I,35.0,
4,I,7.0,
4,I,,49.0
4,I,,7.0
5,A,0.0,
5,A,,105.0
5,H,0.0,
5,H,,21.0
5,H,,77.0
5,G,0.0,
5,G,7.0,
5,G,,7.0
5,G,,21.0
5,D,141.0,
5,D,7.0,
5,D,,120.0
5,D,,7.0
5,C,0.0,
5,C,,35.0
5,F,0.0,
5,I,14.0,
5,I,,14.0
6,G,7.0,
6,G,0.0,
6,G,,21.0
6,G,,35.0
6,D,120.0,
6,D,0.0,
6,D,,120.0
6,D,,7.0
6,F,0.0,
6,F,7.0,
6,F,,49.0
6,E,0.0,
6,E,0.0,
6,E,,14.0
7,A,0.0,
7,A,0.0,
7,A,,21.0
7,A,,7.0
7,B,21.0,
7,B,7.0,
7,B,,14.0
7,B,,7.0
7,H,0.0,
7,H,0.0,
7,G,0.0,
7,G,14.0,
7,G,,35.0
7,D,134.0,
7,D,0.0,
7,D,7.0,
7,D,,120.0
7,D,,35.0
7,E,0.0,
7,E,14.0,
8,H,7.0,
8,H,14.0,
8,H,,21.0
8,G,0.0,
8,G,7.0,
8,G,,7.0
8,G,,84.0
8,D,14.0,
8,D,,21.0
8,F,56.0,
8,F,14.0,
8,F,,7.0
8,F,,21.0
8,E,148.0,
8,E,7.0,
8,E,,120.0
8,E,,7.0
8,I,14.0,
8,I,0.0,
8,I,,21.0
8,I,,7.0
9,B,7.0,
9,B,0.0,
9,H,14.0,
9,H,35.0,
9,H,,21.0
9,H,,7.0
9,C,0.0,
9,C,0.0,
9,C,,14.0
9,C,,42.0
9,F,0.0,
9,F,7.0,
9,F,,14.0
9,F,,28.0
9,E,141.0,
9,E,0.0,
9,E,0.0,
9,E,,120.0
9,E,,7.0
9,E,,7.0
9,I,7.0,
9,I,21.0,
9,I,,7.0
9,I,,14.0
10,D,7.0,
10,D,0.0,
10,D,,49.0
10,D,,7.0
10,F,7.0,
10,F,,14.0
10,E,120.0,
10,E,0.0,
10,E,,120.0
10,E,,7.0
11,A,7.0,
11,A,0.0,
11,A,0.0,
11,A,,7.0
11,A,,42.0
11,B,21.0,
11,B,0.0,
11,B,7.0,
11,B,,7.0
11,H,14.0,
11,H,0.0,
11,H,,42.0
11,E,127.0,
11,E,0.0,
11,E,0.0,
11,E,,120.0
12,A,127.0,
12,A,0.0,
12,A,,120.0
12,G,0.0,
12,D,21.0,
12,C,0.0,
12,F,0.0,
12,F,,7.0
12,I,21.0,
12,I,,42.0
13,A,21.0,
13,A,7.0,
13,A,,14.0
13,A,,7.0
13,B,0.0,
13,B,7.0,
13,B,,14.0
13,B,,7.0
13,D,0.0,
13,D,7.0,
13,D,,28.0
13,C,0.0,
13,C,0.0,
13,C,,21.0
13,F,127.0,
13,F,0.0,
13,F,,120.0
13,F,,7.0
13,E,7.0,
13,E,,14.0
14,A,0.0,
14,A,,49.0
14,B,7.0,
14,B,,7.0
14,G,7.0,
14,G,7.0,
14,G,,70.0
14,D,0.0,
14,D,,14.0
14,C,0.0,
14,C,,7.0
14,F,134.0,
14,F,7.0,
14,F,,120.0
14,F,,7.0
14,I,21.0,
14,I,7.0,
14,I,,7.0
15,G,7.0,
15,G,,7.0
15,D,7.0,
15,D,0.0,
15,D,,154.0
15,F,120.0,
15,F,42.0,
15,F,,120.0
15,F,,14.0
15,E,42.0,
15,E,0.0,
15,E,,49.0
16,A,14.0,
16,A,,21.0
16,H,35.0,
16,H,,77.0
16,G,0.0,
16,G,,21.0
16,D,21.0,
16,D,,14.0
16,C,0.0,
16,C,0.0,
16,C,,35.0
16,F,141.0,
16,F,28.0,
16,F,,120.0
16,F,,7.0
16,I,7.0,
17,A,0.0,
17,A,,49.0
17,B,7.0,
17,B,,14.0
17,H,21.0,
17,H,21.0,
17,H,,56.0
17,H,,63.0
17,G,127.0,
17,G,0.0,
17,G,,120.0
17,G,,21.0
17,C,7.0,
17,C,,14.0
17,F,0.0,
17,F,,7.0
17,I,7.0,
17,I,,7.0
17,I,,49.0
18,A,0.0,
18,A,,63.0
18,B,7.0,
18,B,,49.0
18,G,120.0,
18,G,0.0,
18,G,,120.0
18,G,,21.0
18,D,0.0,
18,D,,7.0
18,C,7.0,
18,C,,21.0
18,F,7.0,
18,F,0.0,
18,F,,14.0
18,F,,7.0
18,I,7.0,
18,I,77.0,
18,I,,28.0
19,A,28.0,
19,A,7.0,
19,A,,35.0
19,A,,7.0
19,B,7.0,
19,H,0.0,
19,H,,42.0
19,G,141.0,
19,G,42.0,
19,G,,120.0
19,G,,98.0
19,D,7.0,
19,D,0.0,
19,D,,42.0
19,D,,14.0
19,C,21.0,
19,C,,28.0
19,I,0.0,
19,I,,14.0
20,A,35.0,
20,A,0.0,
20,A,,14.0
20,A,,7.0
20,B,7.0,
20,B,7.0,
20,B,,7.0
20,B,,7.0
20,G,134.0,
20,G,147.0,
20,G,,120.0
20,G,,14.0
20,D,14.0,
20,D,14.0,
20,D,,35.0
20,C,7.0,
20,C,,28.0
20,F,56.0,
20,F,,7.0
20,I,0.0,
20,I,,7.0
21,A,0.0,
21,A,,63.0
21,B,7.0,
21,B,,28.0
21,H,141.0,
21,H,0.0,
21,H,,120.0
21,H,,21.0
21,G,7.0,
21,G,,7.0
21,C,0.0,
21,C,,14.0
21,F,0.0,
21,F,0.0,
21,F,,21.0
21,I,14.0,
21,I,28.0,
21,I,,7.0
21,I,,28.0
22,A,28.0,
22,A,56.0,
22,A,,14.0
22,B,0.0,
22,B,0.0,
22,B,,14.0
22,B,,14.0
22,H,120.0,
22,H,0.0,
22,H,0.0,
22,H,,120.0
22,H,,7.0
22,H,,91.0
22,E,0.0,
22,E,7.0,
22,E,,7.0
22,E,,7.0
23,A,148.0,
23,A,35.0,
23,A,,120.0
23,A,,7.0
23,B,7.0,
23,H,0.0,
23,H,,14.0
23,G,56.0,
23,G,,14.0
23,G,,168.0
23,C,7.0,
23,C,,7.0
23,F,7.0,
23,F,,35.0
23,I,0.0,
23,I,,28.0
24,A,14.0,
24,A,,77.0
24,B,7.0,
24,B,,28.0
24,H,134.0,
24,H,0.0,
24,H,,120.0
24,H,,49.0
24,G,14.0,
24,G,,14.0
24,G,,70.0
24,D,14.0,
24,D,,56.0
24,C,14.0,
24,C,,14.0
24,I,7.0,
24,I,,21.0
25,B,14.0,
25,B,0.0,
25,B,0.0,
25,B,,14.0
25,B,,7.0
25,B,,7.0
25,H,127.0,
25,H,7.0,
25,H,21.0,
25,H,,120.0
25,H,,7.0
25,H,,14.0
25,C,35.0,
25,C,7.0,
25,C,,7.0
25,C,,7.0
25,E,21.0,
25,E,7.0,
25,E,14.0,
25,E,,63.0
25,E,,7.0
26,A,7.0,
26,A,,42.0
26,B,0.0,
26,B,0.0,
26,B,,21.0
26,B,,14.0
26,H,42.0,
26,H,,56.0
26,G,0.0,
26,C,7.0,
26,C,0.0,
26,C,,21.0
26,C,,7.0
26,F,21.0,
26,F,0.0,
26,F,,21.0
26,I,127.0,
26,I,42.0,
26,I,,120.0
26,I,,7.0
27,A,0.0,
27,A,,63.0
27,H,7.0,
27,H,21.0,
27,H,,14.0
27,H,,35.0
27,G,0.0,
27,G,,7.0
27,D,0.0,
27,D,,42.0
27,C,7.0,
27,C,,7.0
27,F,7.0,
27,F,,7.0
27,I,141.0,
27,I,7.0,
27,I,,120.0
28,H,0.0,
28,H,7.0,
28,H,,42.0
28,H,,56.0
28,G,14.0,
28,G,56.0,
28,G,,14.0
28,G,,7.0
28,D,0.0,
28,D,14.0,
28,D,,63.0
28,D,,7.0
28,F,0.0,
28,F,21.0,
28,F,,35.0
28,E,14.0,
28,E,0.0,
28,I,120.0,
28,I,14.0,
28,I,,120.0
28,I,,7.0
29,A,0.0,
29,A,,42.0
29,B,0.0,
29,B,0.0,
29,B,,7.0
29,G,14.0,
29,G,,7.0
29,D,14.0,
29,C,7.0,
29,C,0.0,
29,C,,21.0
29,F,0.0,
29,F,0.0,
29,F,,14.0
29,I,148.0,
29,I,21.0,
29,I,,120.0
30,A,35.0,
30,A,,35.0
30,B,148.0,
30,B,14.0,
30,B,,120.0
30,B,,7.0
30,H,0.0,
30,H,,28.0
30,G,7.0,
30,G,,7.0
30,C,14.0,
30,C,21.0,
30,C,,28.0
30,I,0.0,
30,I,7.0,
30,I,,14.0
31,B,127.0,
31,B,0.0,
31,B,,120.0
31,H,0.0,
31,H,0.0,
31,H,,7.0
31,E,0.0,
31,E,7.0,
31,E,,63.0
32,A,21.0,
32,A,49.0,
32,A,,21.0
32,A,,35.0
32,B,141.0,
32,B,14.0,
32,B,,120.0
32,B,,7.0
32,H,21.0,
32,H,,21.0
32,G,7.0,
32,G,91.0,
32,G,,28.0
32,G,,21.0
32,D,0.0,
32,D,7.0,
32,D,,49.0
32,D,,21.0
32,C,0.0,
32,I,21.0,
32,I,,14.0
33,B,120.0,
33,B,0.0,
33,B,,120.0
33,H,0.0,
33,E,0.0,
34,A,0.0,
34,A,,7.0
34,B,0.0,
34,B,,21.0
34,H,7.0,
34,H,0.0,
34,H,,7.0
34,H,,49.0
34,G,0.0,
34,C,141.0,
34,C,0.0,
34,C,,120.0
34,C,,7.0
34,F,14.0,
34,F,7.0,
34,F,,14.0
34,F,,7.0
34,I,0.0,
34,I,35.0,
34,I,,7.0
35,C,127.0,
35,C,0.0,
35,C,,120.0
35,C,,35.0
35,F,0.0,
35,F,7.0,
35,F,,35.0
35,F,,35.0
35,I,0.0,
35,I,14.0,
35,I,,7.0
35,I,,14.0
36,A,155.0,
36,A,7.0,
36,A,,127.0
36,A,,7.0
36,B,21.0,
36,B,0.0,
36,B,,21.0
36,B,,14.0
36,H,7.0,
36,H,,84.0
36,G,7.0,
36,G,,14.0
36,C,7.0,
36,C,0.0,
36,C,,7.0
36,C,,7.0
36,I,0.0,
36,I,,14.0
37,A,141.0,
37,A,14.0,
37,A,,141.0
37,A,,77.0
37,H,7.0,
37,H,,21.0
37,G,0.0,
37,G,7.0,
37,G,,14.0
37,G,,14.0
37,D,7.0,
37,D,7.0,
37,D,,91.0
37,D,,14.0
37,C,7.0,
37,C,,21.0
37,F,0.0,
37,F,,21.0
37,I,7.0,
37,I,,7.0
38,A,0.0,
38,A,0.0,
38,A,,14.0
38,B,28.0,
38,B,0.0,
38,B,,14.0
38,H,14.0,
38,H,,49.0
38,G,0.0,
38,G,,14.0
38,D,7.0,
38,D,,21.0
38,C,162.0,
38,C,0.0,
38,C,,141.0
38,C,,7.0
38,I,0.0,
38,I,,14.0
39,A,0.0,
39,A,0.0,
39,H,14.0,
39,H,,56.0
39,G,14.0,
39,G,,7.0
39,D,7.0,
39,D,7.0,
39,D,,28.0
39,C,148.0,
39,C,21.0,
39,C,,127.0
39,C,,7.0
39,F,28.0,
39,F,,7.0
39,I,0.0,
39,I,,7.0
40,H,21.0,
40,H,,28.0
40,G,0.0,
40,D,155.0,
40,D,7.0,
40,D,,134.0
40,F,42.0,
40,F,,56.0
40,E,0.0,
40,E,14.0,
40,E,,84.0
40,I,0.0,
41,A,0.0,
41,A,,14.0
41,H,14.0,
41,H,,7.0
41,G,0.0,
41,G,0.0,
41,G,,7.0
41,G,,14.0
41,D,183.0,
41,D,0.0,
41,D,,155.0
41,D,,7.0
41,C,0.0,
41,C,,14.0
41,F,0.0,
41,I,0.0,
41,I,,7.0
42,G,21.0,
42,G,7.0,
42,G,,7.0
42,G,,14.0
42,D,148.0,
42,D,0.0,
42,D,,127.0
42,D,,7.0
42,F,14.0,
42,F,0.0,
42,E,0.0,
42,E,0.0,
43,A,14.0,
43,A,0.0,
43,A,,14.0
43,A,,14.0
43,B,7.0,
43,B,14.0,
43,B,,28.0
43,B,,28.0
43,H,14.0,
43,H,7.0,
43,H,,7.0
43,H,,7.0
43,G,7.0,
43,G,0.0,
43,G,,7.0
43,G,,70.0
43,D,162.0,
43,D,0.0,
43,D,,141.0
43,D,,7.0
43,D,,42.0
43,E,0.0,
43,E,7.0,
43,E,,7.0
43,E,,14.0
44,H,21.0,
44,H,0.0,
44,H,,49.0
44,H,,105.0
44,G,14.0,
44,G,,7.0
44,D,0.0,
44,F,49.0,
44,F,49.0,
44,F,,56.0
44,F,,14.0
44,E,169.0,
44,E,21.0,
44,E,,155.0
44,E,,7.0
44,I,35.0,
44,I,0.0,
44,I,,21.0
44,I,,21.0
45,B,7.0,
45,B,0.0,
45,B,,7.0
45,H,28.0,
45,H,21.0,
45,H,,21.0
45,H,,7.0
45,C,0.0,
45,C,0.0,
45,C,,28.0
45,C,,42.0
45,F,14.0,
45,F,0.0,
45,F,,14.0
45,F,,28.0
45,E,162.0,
45,E,0.0,
45,E,0.0,
45,E,,148.0
45,E,,7.0
45,E,,7.0
45,I,14.0,
45,I,0.0,
45,I,,7.0
45,I,,21.0
46,D,7.0,
46,D,0.0,
46,D,,56.0
46,D,,14.0
46,F,7.0,
46,F,,21.0
46,E,134.0,
46,E,0.0,
46,E,,127.0
46,E,,7.0
47,A,0.0,
47,A,7.0,
47,A,,14.0
47,A,,7.0
47,B,28.0,
47,B,0.0,
47,B,,7.0
47,B,,7.0
47,H,42.0,
47,H,,35.0
47,E,155.0,
47,E,0.0,
47,E,,134.0
48,A,176.0,
48,A,7.0,
48,A,,134.0
48,A,,7.0
48,G,0.0,
48,G,,7.0
48,D,7.0,
48,D,,28.0
48,C,49.0,
48,F,28.0,
48,I,21.0,
48,I,,7.0
49,A,7.0,
49,A,7.0,
49,A,,35.0
49,A,,7.0
49,B,42.0,
49,B,14.0,
49,B,,14.0
49,B,,42.0
49,D,14.0,
49,D,,35.0
49,C,0.0,
49,C,7.0,
49,C,,28.0
49,C,,7.0
49,F,155.0,
49,F,7.0,
49,F,,134.0
49,F,,7.0
49,E,0.0,
49,E,,21.0
50,A,14.0,
50,A,,21.0
50,B,7.0,
50,G,7.0,
50,G,7.0,
50,G,,42.0
50,D,28.0,
50,D,,14.0
50,C,0.0,
50,F,162.0,
50,F,28.0,
50,F,,148.0
50,F,,21.0
50,I,7.0,
50,I,7.0,
50,I,,7.0
51,G,0.0,
51,G,,14.0
51,D,14.0,
51,D,0.0,
51,D,,119.0
51,F,148.0,
51,F,0.0,
51,F,,127.0
51,F,,7.0
51,E,28.0,
51,E,0.0,
51,E,,56.0
52,A,245.0,
52,A,,42.0
52,H,7.0,
52,H,,91.0
52,G,42.0,
52,G,,14.0
52,D,0.0,
52,D,,7.0
