id,crossroad,crossroad_waiting_time,traffic_waiting_time
0,A,134.0,
0,A,0.0,
0,A,,120.0
0,G,0.0,
0,C,7.0,
0,C,0.0,
0,C,,21.0
0,I,7.0,
0,B,7.0,
0,B,0.0,
0,B,,14.0
0,H,14.0,
0,H,,35.0
1,A,120.0,
1,A,0.0,
1,A,,120.0
1,A,,7.0
1,G,0.0,
1,G,0.0,
1,G,,7.0
1,G,,7.0
1,C,0.0,
1,I,0.0,
1,I,,35.0
1,H,0.0,
1,H,,56.0
1,D,7.0,
1,D,0.0,
1,D,,56.0
1,F,7.0,
1,F,,14.0
2,A,7.0,
2,A,21.0,
2,A,,14.0
2,A,,7.0
2,G,14.0,
2,G,0.0,
2,G,,14.0
2,G,,35.0
2,C,134.0,
2,C,7.0,
2,C,,120.0
2,C,,7.0
2,I,0.0,
2,I,,7.0
2,B,7.0,
2,B,7.0,
2,B,,49.0
2,B,,14.0
2,H,7.0,
2,H,,70.0
2,D,21.0,
2,D,21.0,
2,D,,35.0
2,D,,28.0
3,A,0.0,
3,A,70.0,
3,A,,14.0
3,A,,14.0
3,G,14.0,
3,G,,35.0
3,C,120.0,
3,C,7.0,
3,C,,120.0
3,C,,7.0
3,I,0.0,
3,I,,28.0
3,H,0.0,
3,H,,70.0
3,D,7.0,
3,D,21.0,
3,D,,28.0
3,D,,14.0
3,F,28.0,
3,F,,14.0
4,G,7.0,
4,I,7.0,
4,I,,28.0
4,H,14.0,
4,H,,91.0
4,D,127.0,
4,D,28.0,
4,D,,120.0
4,E,28.0,
4,E,7.0,
4,E,,77.0
4,E,,28.0
4,F,14.0,
4,F,7.0,
4,F,,21.0
4,F,,7.0
5,A,0.0,
5,A,,105.0
5,G,0.0,
5,G,28.0,
5,G,,14.0
5,G,,14.0
5,C,7.0,
5,C,,7.0
5,I,7.0,
5,I,14.0,
5,I,,14.0
5,I,,35.0
5,H,0.0,
5,H,0.0,
5,H,,21.0
5,H,,28.0
5,D,134.0,
5,D,0.0,
5,D,,120.0
5,F,7.0,
5,F,,21.0
6,G,0.0,
6,G,0.0,
6,G,,28.0
6,G,,21.0
