crossroad,count,mean,std,min,25%,50%,75%,max
A,659.0,15.06980273141123,36.85284111556792,0.0,0.0,7.0,14.0,290.0
B,601.0,11.831946755407653,34.119936171840855,0.0,0.0,0.0,7.0,276.0
C,657.0,16.468797564687975,50.70520386217162,0.0,0.0,0.0,14.0,696.0
D,616.0,14.894480519480519,43.93842959758643,0.0,0.0,0.0,14.0,549.0
E,414.0,11.140096618357488,39.56218859077866,0.0,0.0,0.0,7.0,262.0
F,654.0,16.053516819571865,41.85626112753368,0.0,0.0,3.5,14.0,556.0
G,691.0,22.396526772793052,46.85134294494979,0.0,0.0,7.0,21.0,437.0
H,691.0,21.120115774240233,39.573395952747774,0.0,0.0,7.0,21.0,381.0
I,662.0,17.17069486404834,38.13075107746056,0.0,0.0,7.0,14.0,297.0
