crossroad,count,mean,std,min,25%,50%,75%,max
A,871.0,13.164179104477611,8.397695523250295,12.0,12.0,12.0,12.0,120.0
B,827.0,0.9286577992744861,5.1107339458321785,0.0,0.0,0.0,0.0,61.0
C,758.0,15.00395778364116,7.358438404658335,14.0,14.0,14.0,14.0,122.0
D,736.0,3.6059782608695654,9.578585362416781,2.0,2.0,2.0,2.0,127.0
E,553.0,11.379746835443038,9.135677509576396,10.0,10.0,10.0,10.0,103.0
F,0.0,,,,,,,
G,876.0,5.799086757990867,8.940989991168692,4.0,4.0,4.0,5.0,113.0
H,913.0,7.278203723986857,6.585082178391575,6.0,6.0,6.0,7.0,99.0
I,796.0,9.109296482412061,5.329813052762396,8.0,8.0,8.0,9.0,84.0
