crossroad,count,mean,std,min,25%,50%,75%,max
A,935.0,12.166844919786096,11.516489072140411,10.0,10.0,10.0,11.0,170.0
B,964.0,15.58402489626556,9.348685303775973,14.0,14.0,14.0,14.0,127.0
C,967.0,4.614270941054809,12.18487348662706,2.0,2.0,2.0,3.0,147.0
D,958.0,8.709812108559499,13.84046011604394,6.0,6.0,6.0,7.0,167.0
E,822.0,1.6569343065693432,9.185147643914197,0.0,0.0,0.0,1.0,97.0
F,0.0,,,,,,,
G,1041.0,10.408261287223823,10.758426435953226,8.0,8.0,8.0,9.0,169.0
H,1073.0,13.54892823858341,9.58619971954176,12.0,12.0,12.0,12.0,140.0
I,974.0,6.695071868583162,10.688836197880835,4.0,4.0,4.0,5.0,133.0
