crossroad,count,mean,std,min,25%,50%,75%,max
A,699.0,15.035765379113018,12.664171528174176,6.0,6.0,15.0,19.5,152.0
B,682.0,15.06158357771261,9.280536648502279,7.0,7.0,16.0,16.0,99.0
C,662.0,8.944108761329305,10.599641191096218,1.0,1.0,10.0,10.0,111.0
D,713.0,14.363253856942496,12.84068965226788,5.0,5.0,14.0,23.0,160.0
E,597.0,12.45393634840871,13.201839360456457,4.0,4.0,13.0,13.0,141.0
F,730.0,17.76164383561644,12.620042305857867,8.0,8.0,17.0,26.0,145.0
G,779.0,12.875481386392812,12.196596605568779,3.0,3.0,12.0,21.0,131.0
H,800.0,10.3925,12.335665955602488,0.0,0.0,9.0,18.0,128.0
I,695.0,10.605755395683452,11.407817291574666,2.0,2.0,11.0,11.0,121.0
