crossroad,count,mean,std,min,25%,50%,75%,max
A,127.0,27.84251968503937,23.784223528189756,16.0,16.0,16.0,32.0,128.0
B,129.0,25.302325581395348,19.969744557064782,16.0,16.0,16.0,32.0,112.0
C,106.0,79.69811320754717,58.21391910323931,16.0,32.0,64.0,128.0,224.0
D,125.0,29.824,28.327595117857964,16.0,16.0,16.0,32.0,160.0
E,116.0,32.827586206896555,26.00076114674136,16.0,16.0,16.0,36.0,128.0
F,109.0,114.05504587155963,160.8437149707744,16.0,16.0,32.0,96.0,592.0
G,122.0,169.44262295081967,126.34892322325047,16.0,48.0,144.0,272.0,400.0
H,152.0,22.736842105263158,16.727950533000353,16.0,16.0,16.0,16.0,96.0
I,121.0,24.06611570247934,19.609409109400385,16.0,16.0,16.0,16.0,112.0
