crossroad,count,mean,std,min,25%,50%,75%,max
A,110.0,45.24545454545454,48.988518850331566,7.0,14.0,28.0,54.25,211.0
B,88.0,36.72727272727273,45.78026660983194,7.0,7.0,17.5,42.0,190.0
C,89.0,37.831460674157306,58.551305387795686,7.0,7.0,14.0,28.0,344.0
D,98.0,53.234693877551024,71.23256538658991,7.0,8.75,35.0,56.0,519.0
E,58.0,56.275862068965516,66.29275663733658,7.0,7.0,14.0,120.0,211.0
F,97.0,34.97938144329897,43.494008059885694,7.0,7.0,14.0,35.0,176.0
G,107.0,45.90654205607477,48.77606370710953,7.0,14.0,28.0,52.5,203.0
H,114.0,43.94736842105263,44.99908398384559,7.0,14.0,28.0,56.0,176.0
I,104.0,34.17307692307692,42.70250266822716,7.0,7.0,14.0,35.0,183.0
