crossroad,count,mean,std,min,25%,50%,75%,max
A,872.0,45.28440366972477,29.467557281447185,16.0,16.0,48.0,64.0,176.0
B,827.0,26.389359129383312,9.538416422312785,16.0,16.0,32.0,32.0,64.0
C,760.0,131.3578947368421,135.77617913438078,16.0,16.0,62.0,272.0,432.0
D,736.0,24.17391304347826,9.758564292364456,16.0,16.0,16.0,32.0,92.0
E,554.0,22.411552346570396,12.91018956842049,16.0,16.0,16.0,32.0,92.0
F,693.0,145.0851370851371,190.37541242108202,16.0,16.0,48.0,224.0,1280.0
G,876.0,19.744292237442924,8.755649373726802,16.0,16.0,16.0,16.0,92.0
H,915.0,21.674316939890712,9.559839549851976,16.0,16.0,16.0,32.0,128.0
I,796.0,22.613065326633166,14.200931146749525,16.0,16.0,16.0,32.0,96.0
