crossroad,count,mean,std,min,25%,50%,75%,max
A,651.0,13.161290322580646,36.75515797431868,0.0,0.0,0.0,7.0,294.0
B,619.0,11.34248788368336,29.17837654630718,0.0,0.0,0.0,14.0,231.0
C,638.0,12.178683385579937,40.726865804574324,0.0,0.0,0.0,7.0,609.0
D,602.0,12.988372093023257,40.628893897187304,0.0,0.0,0.0,7.0,525.0
E,442.0,10.404977375565611,36.685477829238884,0.0,0.0,0.0,7.0,245.0
F,650.0,14.312307692307693,36.49606014446639,0.0,0.0,0.0,14.0,329.0
G,694.0,19.739193083573486,44.19714775927307,0.0,0.0,7.0,14.0,343.0
H,692.0,18.319364161849713,36.82501392444802,0.0,0.0,7.0,14.0,308.0
I,654.0,15.262996941896024,37.759510724006695,0.0,0.0,0.0,14.0,273.0
