crossroad,count,mean,std,min,25%,50%,75%,max
A,119.0,28.647058823529413,55.39283258954285,0.0,0.0,7.0,21.0,267.0
B,110.0,24.418181818181818,48.835312426390324,0.0,0.0,7.0,14.0,204.0
C,119.0,31.941176470588236,72.69757347005948,0.0,0.0,7.0,17.5,533.0
D,111.0,38.86486486486486,81.35472121143715,0.0,0.0,14.0,21.0,491.0
E,85.0,37.576470588235296,68.29511878091816,0.0,0.0,7.0,21.0,246.0
F,122.0,28.442622950819672,54.391304783379454,0.0,0.0,7.0,28.0,365.0
G,124.0,29.451612903225808,53.58108433956343,0.0,0.0,7.0,28.0,274.0
H,126.0,27.817460317460316,48.71753701387636,0.0,0.0,7.0,21.0,218.0
I,124.0,29.338709677419356,52.54264812028666,0.0,0.0,10.5,21.0,280.0
