id,crossroad,crossroad_waiting_time,traffic_waiting_time
0,A,175.0,
0,A,0.0,
0,A,7.0,
0,A,0.0,
0,A,28.0,
0,A,7.0,
0,A,,140.0
0,A,,7.0
0,A,,14.0
0,C,14.0,
0,C,14.0,
0,C,0.0,
0,C,7.0,
0,C,28.0,
0,C,,35.0
0,C,,70.0
0,C,,77.0
0,I,0.0,
0,I,42.0,
0,I,0.0,
0,I,77.0,
0,I,7.0,
0,I,,35.0
0,I,,14.0
0,I,,7.0
0,G,42.0,
0,G,14.0,
0,G,49.0,
0,G,21.0,
0,G,21.0,
0,G,,7.0
0,G,,336.0
0,G,,133.0
0,G,,105.0
0,G,,105.0
0,B,7.0,
0,B,0.0,
0,B,7.0,
0,B,0.0,
0,B,0.0,
0,B,,28.0
0,B,,7.0
0,B,,7.0
0,B,,56.0
0,B,,35.0
0,H,14.0,
0,H,0.0,
0,H,0.0,
0,H,7.0,
0,H,7.0,
0,H,,112.0
0,H,,182.0
0,H,,77.0
0,H,,42.0
1,A,140.0,
1,A,0.0,
1,A,0.0,
1,A,0.0,
1,A,0.0,
1,A,0.0,
1,A,21.0,
1,A,7.0,
1,A,,140.0
1,A,,7.0
1,A,,21.0
1,A,,49.0
1,C,0.0,
1,C,0.0,
1,C,0.0,
1,C,0.0,
1,C,0.0,
1,C,0.0,
1,C,7.0,
1,C,7.0,
1,C,,77.0
1,C,,21.0
1,C,,14.0
1,C,,14.0
1,C,,14.0
1,C,,7.0
1,C,,7.0
1,C,,7.0
1,D,7.0,
1,D,0.0,
1,D,0.0,
1,D,0.0,
1,D,0.0,
1,D,0.0,
1,D,0.0,
1,D,14.0,
1,D,,7.0
1,D,,7.0
1,D,,7.0
1,I,7.0,
1,I,7.0,
1,I,0.0,
1,I,0.0,
1,I,0.0,
1,I,0.0,
1,I,0.0,
1,I,0.0,
1,I,,7.0
1,I,,14.0
1,I,,42.0
1,I,,49.0
1,I,,7.0
1,I,,7.0
1,I,,14.0
1,F,7.0,
1,F,0.0,
1,F,0.0,
1,F,0.0,
1,F,0.0,
1,F,0.0,
1,F,0.0,
1,F,0.0,
1,F,,35.0
1,F,,14.0
1,F,,7.0
1,F,,14.0
1,F,,14.0
1,F,,7.0
1,G,7.0,
1,G,0.0,
1,G,7.0,
1,G,21.0,
1,G,0.0,
1,G,28.0,
1,G,14.0,
1,G,0.0,
1,G,,14.0
1,G,,14.0
1,G,,7.0
1,G,,21.0
1,G,,63.0
1,G,,7.0
1,G,,7.0
1,G,,14.0
